202143.0,36.30682009476255,23.22351568817595,41.739314709217105
202144.0,35.96316672836395,21.747681213695085,45.19949386205681
202145.0,37.97751411507996,22.525392379478262,41.41231694047876
202146.0,36.12148469034984,22.593124602834905,28.870936590372395
202147.0,40.23149310434853,21.816766505664795,31.043207089479132
202148.0,40.848805622718146,22.18906157842074,28.292222036231195
202149.0,42.033722878820015,23.114987977018792,19.740808285968967
202150.0,36.16025578651803,24.26778331642752,30.515852515372575
202151.0,39.54388500559124,23.9564440714283,22.629218225827216
202152.0,37.857426837621006,22.78526006735394,22.184798275621546
